,Name,Credit Score,Loan Type,Loan Amount,Loan Term,Interest Rate,EMI,Days Left to Pay Current EMI,Delayed Payment,Payment Dates,Payment Modes,Outstanding Balance
4583,Nitara Ghose,417,Auto Loan,70490,6,0.18,12372.77,12,No,"['2023-5-4', '2023-6-5']","['Debit Card', 'Cash']",45744.46
4584,Eshani Rama,687,Home Loan,80133,7,0.22,12302.31,2,Yes,"['2023-5-26', '2023-6-22', '2023-7-1', '2023-7-25', '2023-8-25']","['Net Banking', 'Cash', 'Cash', 'Cash', 'Cash']",18621.450000000004
4585,Tiya Mani,320,Personal Loan,52432,5,0.27,11204.73,10,No,"['2023-5-24', '2023-6-24', '2023-7-12', '2023-8-9', '2023-9-19']","['Debit Card', 'Debit Card', 'Cash', 'Credit Card', 'Net Banking']",-3591.649999999994
4586,Gokul Raj,699,Personal Loan,50533,9,0.29,6314.81,8,Yes,[],[],50533.0
4587,Shayak Chandra,744,Personal Loan,65300,11,0.29,6831.35,11,No,"['2023-5-5', '2023-6-16', '2023-7-3']","['Cash', 'Debit Card', 'Debit Card']",44805.95
4588,Kabir Kale,835,Personal Loan,28377,3,0.11,9632.94,6,No,"['2023-5-23', '2023-6-13', '2023-7-6']","['Net Banking', 'UPI', 'Credit Card']",-521.8199999999997
4589,Kaira Lal,682,Home Loan,55339,13,0.22,4822.97,14,Yes,"['2023-5-18', '2023-6-1', '2023-7-13', '2023-8-16', '2023-9-2', '2023-10-22', '2023-11-12', '2023-12-18']","['Debit Card', 'Net Banking', 'Credit Card', 'Net Banking', 'Debit Card', 'Cash', 'UPI', 'Net Banking']",16755.239999999998
4590,Urvi Saxena,682,Auto Loan,61020,11,0.25,6264.49,15,No,"['2023-5-20', '2023-6-19', '2023-7-20', '2023-8-9', '2023-9-6', '2023-10-16']","['Net Banking', 'UPI', 'Debit Card', 'Net Banking', 'UPI', 'Cash']",23433.059999999998
4591,Shlok Sankar,381,Personal Loan,88799,13,0.12,7318.35,11,Yes,"['2023-5-8', '2023-6-16', '2023-7-16', '2023-8-8', '2023-9-25', '2023-10-13', '2023-11-6', '2023-12-17', '2024-1-11']","['Credit Card', 'UPI', 'Debit Card', 'Cash', 'Net Banking', 'Debit Card', 'UPI', 'UPI', 'Net Banking']",22933.84999999999
4592,Kaira Thakur,426,Home Loan,96175,9,0.28,11971.14,1,Yes,[],[],96175.0
4593,Hridaan Kapoor,659,Home Loan,38357,7,0.27,5983.7,9,No,"['2023-5-2', '2023-6-14']","['Cash', 'Cash']",26389.6
4594,Jivika Sura,302,Auto Loan,65888,12,0.27,6326.39,15,No,"['2023-5-20', '2023-6-3', '2023-7-21', '2023-8-4', '2023-9-18', '2023-10-20']","['Credit Card', 'Debit Card', 'Cash', 'Cash', 'UPI', 'Net Banking']",27929.659999999996
4595,Reyansh Sethi,761,Home Loan,39346,9,0.13,4611.98,2,Yes,"['2023-5-25', '2023-6-10', '2023-7-26', '2023-8-23']","['Cash', 'UPI', 'Credit Card', 'Net Banking']",20898.08
4596,Taimur Rajan,412,Home Loan,89600,2,0.2,45923.09,11,Yes,"['2023-5-8', '2023-6-24']","['Credit Card', 'Credit Card']",-2246.179999999993
4597,Ahana  Varkey,478,Auto Loan,34556,4,0.13,8874.23,12,No,"['2023-5-6', '2023-6-15']","['Cash', 'Credit Card']",16807.54
4598,Zoya Kar,404,Home Loan,27481,15,0.15,2020.58,14,No,"['2023-5-6', '2023-6-11', '2023-7-1', '2023-7-5', '2023-8-14', '2023-9-13', '2023-10-16', '2023-11-17']","['UPI', 'Cash', 'Credit Card', 'Debit Card', 'Net Banking', 'Credit Card', 'Net Banking', 'Debit Card']",11316.36
4599,Samaira Mander,461,Personal Loan,51028,8,0.27,7041.08,15,Yes,"['2023-5-21', '2023-6-11', '2023-7-5', '2023-8-25', '2023-9-20']","['Net Banking', 'Credit Card', 'Cash', 'Debit Card', 'Cash']",15822.599999999999
4600,Reyansh Khatri,311,Home Loan,99043,7,0.26,15401.52,10,Yes,"['2023-5-12', '2023-6-8', '2023-7-19', '2023-8-21', '2023-9-14']","['Cash', 'UPI', 'Credit Card', 'UPI', 'Credit Card']",22035.399999999994
4601,Nehmat Tak,344,Home Loan,97612,15,0.21,7455.35,8,No,"['2023-5-12', '2023-6-9', '2023-7-7', '2023-8-21', '2023-9-16', '2023-10-14', '2023-11-18', '2023-12-14', '2024-1-8', '2024-2-16', '2024-3-25', '2024-4-25']","['Net Banking', 'Cash', 'UPI', 'Debit Card', 'UPI', 'Credit Card', 'Credit Card', 'Net Banking', 'Debit Card', 'Debit Card', 'Net Banking', 'UPI']",8147.799999999988
4602,Alisha Madan,663,Personal Loan,67409,5,0.27,14405.32,2,No,"['2023-5-7', '2023-6-12']","['Debit Card', 'Debit Card']",38598.36
4603,Vritika Dugar,300,Personal Loan,70866,8,0.19,9500.96,9,Yes,[],[],70866.0
4604,Riaan Ahluwalia,576,Auto Loan,72749,5,0.15,15099.94,14,Yes,['2023-5-8'],['Cash'],57649.06
4605,Nayantara Wason,837,Personal Loan,69171,2,0.28,35800.65,1,No,"['2023-5-18', '2023-6-27']","['UPI', 'Cash']",-2430.300000000003
4606,Onkar Wason,732,Personal Loan,35427,8,0.28,4905.86,13,No,"['2023-5-9', '2023-6-4', '2023-7-5', '2023-8-17', '2023-9-24', '2023-10-26']","['Net Banking', 'Debit Card', 'Cash', 'Net Banking', 'Debit Card', 'Cash']",5991.840000000004
4607,Eva Kumar,555,Auto Loan,77896,2,0.27,40267.37,6,No,['2023-5-10'],['UPI'],37628.63
4608,Hazel Kapoor,711,Personal Loan,80504,13,0.14,6710.07,8,No,"['2023-5-25', '2023-6-10', '2023-7-28', '2023-8-17', '2023-9-10', '2023-10-6', '2023-11-24']","['Net Banking', 'Debit Card', 'Debit Card', 'UPI', 'Cash', 'Cash', 'Credit Card']",33533.51
4609,Dharmajan Khurana,714,Auto Loan,94886,10,0.13,10063.1,12,No,"['2023-5-13', '2023-6-12', '2023-7-16', '2023-8-2', '2023-9-26']","['Cash', 'Cash', 'UPI', 'Cash', 'Cash']",44570.5
4610,Seher Dara,759,Personal Loan,49280,14,0.24,4070.63,13,Yes,"['2023-5-12', '2023-6-6']","['Credit Card', 'Credit Card']",41138.74
4611,Ryan Chowdhury,460,Personal Loan,12673,5,0.28,2714.75,3,No,['2023-5-22'],['Net Banking'],9958.25
4612,Renee Arora,493,Auto Loan,18964,3,0.3,6640.0,11,Yes,"['2023-5-6', '2023-6-2', '2023-7-10']","['UPI', 'Debit Card', 'Credit Card']",-956.0
4613,Samaira Dixit,773,Home Loan,24374,10,0.18,2642.97,12,Yes,"['2023-5-26', '2023-6-9', '2023-7-15', '2023-8-28', '2023-9-5', '2023-10-13']","['Debit Card', 'UPI', 'UPI', 'Debit Card', 'Debit Card', 'Credit Card']",8516.18
4614,Anahi Mallick,400,Auto Loan,61350,13,0.28,5525.54,15,No,"['2023-5-23', '2023-6-3', '2023-7-1', '2023-7-28', '2023-8-19', '2023-9-27', '2023-10-16', '2023-11-9', '2023-12-6', '2024-1-2']","['UPI', 'Cash', 'Credit Card', 'Debit Card', 'Debit Card', 'Debit Card', 'Cash', 'Credit Card', 'Net Banking', 'Cash']",6094.5999999999985
4615,Miraya Jayaraman,797,Home Loan,46929,10,0.19,5111.2,6,Yes,"['2023-5-28', '2023-6-11']","['UPI', 'Credit Card']",36706.6
4616,Adah Bhattacharyya,599,Personal Loan,22867,6,0.22,4059.42,1,Yes,[],[],22867.0
4617,Ranbir Varkey,367,Personal Loan,42329,14,0.19,3394.75,6,No,"['2023-5-24', '2023-6-2', '2023-7-12', '2023-8-6', '2023-9-9']","['Net Banking', 'Debit Card', 'Cash', 'UPI', 'Credit Card']",25355.25
4618,Saira Bajaj,609,Auto Loan,76371,3,0.27,26611.06,12,No,"['2023-5-2', '2023-6-14', '2023-7-7']","['Debit Card', 'Debit Card', 'Net Banking']",-3462.1800000000076
4619,Samarth Choudhary,366,Personal Loan,34535,5,0.14,7150.61,10,Yes,"['2023-5-20', '2023-6-25', '2023-7-25', '2023-8-15']","['Cash', 'Net Banking', 'UPI', 'Cash']",5932.560000000001
4620,Trisha Loyal,802,Auto Loan,94974,5,0.27,20295.96,8,Yes,"['2023-5-3', '2023-6-27']","['Credit Card', 'Net Banking']",54382.08
4621,Stuvan Ravi,308,Personal Loan,65513,3,0.27,22827.65,1,Yes,['2023-5-15'],['Debit Card'],42685.35
4622,Misha Brahmbhatt,418,Personal Loan,92418,7,0.29,14509.28,10,Yes,"['2023-5-16', '2023-6-4', '2023-7-2', '2023-8-21', '2023-9-27', '2023-10-13']","['Debit Card', 'Debit Card', 'Net Banking', 'Net Banking', 'Debit Card', 'Credit Card']",5362.319999999992
4623,Reyansh Borah,485,Auto Loan,29200,7,0.23,4497.31,13,Yes,"['2023-5-6', '2023-6-3', '2023-7-25', '2023-8-9', '2023-9-5']","['Credit Card', 'Credit Card', 'Cash', 'Net Banking', 'Net Banking']",6713.449999999997
4624,Rati Dua,600,Auto Loan,55720,10,0.15,5962.21,1,No,"['2023-5-21', '2023-6-8', '2023-7-22', '2023-8-20', '2023-9-4']","['Credit Card', 'Credit Card', 'Net Banking', 'Cash', 'Debit Card']",25908.95
4625,Damini Behl,816,Auto Loan,50038,14,0.16,3941.81,2,No,[],[],50038.0
4626,Hansh Tandon,489,Personal Loan,26533,12,0.23,2496.13,6,No,"['2023-5-23', '2023-6-6']","['UPI', 'Cash']",21540.739999999998
4627,Alia Sarin,769,Personal Loan,41885,15,0.29,3362.2,8,No,"['2023-5-23', '2023-6-21', '2023-7-28', '2023-8-22', '2023-9-8', '2023-10-10', '2023-11-12', '2023-12-14', '2024-1-24', '2024-2-23', '2024-3-18', '2024-4-14', '2024-5-19', '2024-6-15', '2024-7-22']","['Cash', 'Net Banking', 'Debit Card', 'Cash', 'Net Banking', 'Cash', 'Credit Card', 'Credit Card', 'Net Banking', 'Net Banking', 'UPI', 'Net Banking', 'Net Banking', 'Net Banking', 'Net Banking']",-8548.0
4628,Rania Madan,362,Personal Loan,14795,7,0.17,2235.03,4,Yes,"['2023-5-18', '2023-6-14', '2023-7-16']","['Net Banking', 'Debit Card', 'Credit Card']",8089.91
4629,Jivin Garg,833,Auto Loan,47844,7,0.18,7251.05,15,No,"['2023-5-8', '2023-6-10', '2023-7-2', '2023-8-21', '2023-9-2']","['UPI', 'Cash', 'Net Banking', 'Credit Card', 'UPI']",11588.75
4630,Aayush Boase,653,Personal Loan,18838,14,0.25,1565.2,7,Yes,"['2023-5-16', '2023-6-26', '2023-7-24', '2023-8-27', '2023-9-1', '2023-10-14']","['Debit Card', 'Credit Card', 'Net Banking', 'Debit Card', 'Cash', 'Net Banking']",9446.8
4631,Aaryahi Sachdev,413,Personal Loan,54714,6,0.18,9603.69,7,No,['2023-5-14'],['Debit Card'],45110.31
4632,Abram Srivastava,536,Personal Loan,72688,6,0.11,12506.3,9,Yes,[],[],72688.0
4633,Hazel Balasubramanian,788,Personal Loan,56895,3,0.13,19377.38,10,No,"['2023-5-27', '2023-6-26', '2023-7-11']","['Credit Card', 'Cash', 'Cash']",-1237.1399999999994
4634,Shalv Kalla,690,Personal Loan,17818,11,0.22,1803.39,8,Yes,"['2023-5-16', '2023-6-8', '2023-7-9', '2023-8-2', '2023-9-14', '2023-10-15']","['UPI', 'Net Banking', 'Credit Card', 'Credit Card', 'Credit Card', 'Net Banking']",6997.66
4635,Amira Chahal,472,Auto Loan,19425,4,0.24,5101.47,14,Yes,['2023-5-28'],['Debit Card'],14323.529999999999
4636,Samarth Som,791,Auto Loan,45773,4,0.27,12094.09,12,No,['2023-5-10'],['Debit Card'],33678.91
4637,Tiya Malhotra,362,Home Loan,44596,13,0.25,3951.34,10,No,"['2023-5-27', '2023-6-17', '2023-7-2', '2023-8-20']","['Net Banking', 'Net Banking', 'Debit Card', 'Net Banking']",28790.64
4638,Eshani Bera,739,Home Loan,65768,11,0.16,6467.78,13,Yes,"['2023-5-22', '2023-6-4', '2023-7-14']","['Cash', 'Debit Card', 'Cash']",46364.66
4639,Kismat Gade,722,Auto Loan,79019,4,0.14,20334.27,2,No,"['2023-5-28', '2023-6-24', '2023-7-20']","['Net Banking', 'UPI', 'Cash']",18016.190000000002
4640,Jhanvi Sampath,417,Home Loan,94313,9,0.26,11646.9,4,No,"['2023-5-21', '2023-6-17', '2023-7-22', '2023-8-6', '2023-9-9', '2023-10-27', '2023-11-5', '2023-12-15']","['UPI', 'Credit Card', 'Debit Card', 'Net Banking', 'UPI', 'Cash', 'Credit Card', 'Credit Card']",1137.800000000003
4641,Priyansh Randhawa,531,Personal Loan,49752,9,0.28,6192.75,14,No,"['2023-5-7', '2023-6-8', '2023-7-26', '2023-8-28', '2023-9-27', '2023-10-4', '2023-11-1', '2023-12-15']","['Credit Card', 'Debit Card', 'Cash', 'Debit Card', 'Net Banking', 'Debit Card', 'Debit Card', 'Net Banking']",210.0
4642,Adah Sengupta,474,Personal Loan,60325,1,0.1,60827.71,7,No,[],[],60325.0
4643,Nishith Kaur,324,Personal Loan,28560,7,0.17,4314.45,1,Yes,"['2023-5-1', '2023-5-7', '2023-6-28', '2023-7-3', '2023-8-8', '2023-9-16']","['Cash', 'Cash', 'Net Banking', 'UPI', 'Cash', 'Debit Card']",2673.300000000003
4644,Nitara Gade,479,Personal Loan,55967,6,0.16,9767.94,4,No,['2023-5-17'],['UPI'],46199.06
4645,Jayant Bhardwaj,678,Home Loan,91775,2,0.1,46461.89,9,No,[],[],91775.0
4646,Tanya Saini,477,Home Loan,30986,3,0.19,10657.45,1,Yes,['2023-5-22'],['Net Banking'],20328.55
4647,Oorja Chand,833,Home Loan,72901,8,0.25,9987.48,7,Yes,"['2023-5-14', '2023-6-17', '2023-7-3']","['Credit Card', 'Debit Card', 'Debit Card']",42938.56
4648,Drishya Varkey,736,Home Loan,73941,4,0.13,18988.59,5,Yes,[],[],73941.0
4649,Hansh Sule,735,Home Loan,29390,15,0.13,2133.41,15,Yes,"['2023-5-12', '2023-6-22']","['Net Banking', 'Net Banking']",25123.18
4650,Lakshit Som,422,Personal Loan,87665,1,0.13,88614.7,3,No,['2023-5-27'],['Cash'],-949.6999999999971
4651,Mohanlal Sen,346,Home Loan,29638,5,0.25,6303.17,12,No,"['2023-5-10', '2023-6-1']","['Cash', 'Net Banking']",17031.66
4652,Bhavin Din,618,Personal Loan,20433,13,0.16,1722.35,15,No,['2023-5-23'],['Cash'],18710.65
4653,Vritika Lata,323,Home Loan,97380,11,0.15,9530.42,5,No,"['2023-5-18', '2023-6-1', '2023-7-26', '2023-8-6', '2023-9-21', '2023-10-10', '2023-11-10', '2023-12-27', '2024-1-12', '2024-2-7', '2024-3-25']","['Net Banking', 'Debit Card', 'Net Banking', 'Cash', 'Debit Card', 'Net Banking', 'Cash', 'Credit Card', 'Debit Card', 'Net Banking', 'Cash']",-7454.619999999995
4654,Prisha Madan,395,Home Loan,11252,13,0.28,1013.42,2,Yes,"['2023-5-26', '2023-6-28', '2023-7-10', '2023-8-12']","['UPI', 'UPI', 'Net Banking', 'Debit Card']",7198.32
4655,Renee Balan,803,Home Loan,60210,10,0.17,6500.03,10,No,"['2023-5-26', '2023-6-7', '2023-7-1', '2023-7-26', '2023-8-18', '2023-9-9']","['Debit Card', 'Cash', 'Credit Card', 'Cash', 'UPI', 'UPI']",21209.82
4656,Lakshit Dora,701,Personal Loan,22166,15,0.22,1703.64,9,No,"['2023-5-14', '2023-6-4', '2023-7-11', '2023-8-16', '2023-9-28', '2023-10-1', '2023-10-18', '2023-11-1', '2023-12-14', '2024-1-9', '2024-2-5', '2024-3-6', '2024-4-19', '2024-5-2']","['Cash', 'Cash', 'Cash', 'UPI', 'Cash', 'Cash', 'UPI', 'Cash', 'Cash', 'UPI', 'Credit Card', 'Cash', 'Debit Card', 'Debit Card']",-1684.9600000000028
4657,Anay Date,332,Personal Loan,79246,1,0.16,80302.61,15,No,[],[],79246.0
4658,Indrajit Bahri,818,Auto Loan,52596,11,0.15,5147.49,11,No,"['2023-5-10', '2023-6-5', '2023-7-15', '2023-8-21', '2023-9-3', '2023-10-6', '2023-11-10', '2023-12-27', '2024-1-28']","['Net Banking', 'Cash', 'Debit Card', 'Debit Card', 'Credit Card', 'UPI', 'Credit Card', 'Cash', 'Credit Card']",6268.590000000004
4659,Divij Dass,793,Home Loan,67245,14,0.13,5202.58,1,No,"['2023-5-16', '2023-6-9', '2023-7-22', '2023-8-5', '2023-9-26', '2023-10-20', '2023-11-27', '2023-12-1', '2023-12-27', '2024-1-28', '2024-2-26', '2024-3-19']","['Cash', 'UPI', 'Debit Card', 'Net Banking', 'Debit Card', 'Debit Card', 'UPI', 'UPI', 'Cash', 'Credit Card', 'UPI', 'Cash']",4814.040000000001
4660,Shanaya Zachariah,777,Personal Loan,18687,5,0.29,4012.67,14,No,"['2023-5-14', '2023-6-21', '2023-7-22', '2023-8-8', '2023-9-8']","['Cash', 'Cash', 'Net Banking', 'Net Banking', 'UPI']",-1376.3499999999985
4661,Fateh Dube,424,Auto Loan,29674,12,0.11,2622.64,6,No,"['2023-5-22', '2023-6-13', '2023-7-1', '2023-7-6', '2023-8-25', '2023-9-20', '2023-10-23']","['Credit Card', 'Credit Card', 'Net Banking', 'Credit Card', 'Cash', 'Net Banking', 'Net Banking']",11315.52
4662,Vritika Bora,582,Personal Loan,22348,11,0.21,2251.12,4,No,"['2023-5-28', '2023-6-4', '2023-7-10', '2023-8-5', '2023-9-20', '2023-10-24', '2023-11-23', '2023-12-4', '2024-1-24']","['Debit Card', 'UPI', 'Net Banking', 'Credit Card', 'Net Banking', 'Credit Card', 'Debit Card', 'Cash', 'Net Banking']",2087.920000000002
4663,Aaina Date,573,Home Loan,94087,3,0.23,32572.16,2,Yes,"['2023-5-23', '2023-6-14']","['Cash', 'Cash']",28942.68
4664,Anay Yohannan,565,Home Loan,50590,3,0.29,17684.88,8,Yes,"['2023-5-8', '2023-6-1']","['UPI', 'Debit Card']",15220.239999999998
4665,Jayesh Gala,387,Personal Loan,12060,14,0.11,921.82,4,Yes,"['2023-5-3', '2023-6-25', '2023-7-10', '2023-8-9', '2023-9-13', '2023-10-4']","['Net Banking', 'Net Banking', 'Cash', 'UPI', 'Net Banking', 'Net Banking']",6529.08
4666,Jayant Bajwa,776,Auto Loan,81827,5,0.27,17486.45,5,No,"['2023-5-20', '2023-6-23', '2023-7-28', '2023-8-8', '2023-9-6']","['UPI', 'Cash', 'Credit Card', 'UPI', 'Credit Card']",-5605.25
4667,Samarth Dutta,810,Home Loan,85970,12,0.29,8338.74,8,Yes,"['2023-5-24', '2023-6-1', '2023-7-2']","['Credit Card', 'Credit Card', 'Cash']",60953.78
4668,Aradhya Khatri,490,Auto Loan,39228,4,0.25,10323.05,5,Yes,['2023-5-26'],['Cash'],28904.95
4669,Mishti Banik,646,Home Loan,57628,2,0.17,29427.73,10,Yes,[],[],57628.0
4670,Zara Mangal,833,Personal Loan,58505,10,0.23,6484.79,6,Yes,"['2023-5-7', '2023-6-16', '2023-7-22']","['Net Banking', 'Debit Card', 'Credit Card']",39050.630000000005
4671,Eva Chahal,505,Auto Loan,66247,15,0.13,4808.85,6,No,['2023-5-5'],['Debit Card'],61438.15
4672,Hridaan Borra,507,Auto Loan,76055,2,0.23,39124.25,10,Yes,['2023-5-4'],['Cash'],36930.75
4673,Prerak Choudhry,394,Personal Loan,44499,14,0.22,3632.73,7,Yes,"['2023-5-27', '2023-6-5', '2023-7-5', '2023-8-28', '2023-9-16', '2023-10-9', '2023-11-21', '2023-12-21', '2024-1-20', '2024-2-10', '2024-3-15', '2024-4-9', '2024-5-11', '2024-6-20']","['Net Banking', 'Cash', 'Debit Card', 'Net Banking', 'Cash', 'Debit Card', 'Net Banking', 'Debit Card', 'Credit Card', 'Cash', 'Credit Card', 'Cash', 'Debit Card', 'Credit Card']",-6359.220000000001
4674,Aaryahi Garg,823,Auto Loan,65581,10,0.27,7396.73,2,Yes,"['2023-5-18', '2023-6-23', '2023-7-2', '2023-8-24']","['Net Banking', 'Net Banking', 'Cash', 'UPI']",35994.08
4675,Tushar Sampath,332,Auto Loan,28815,11,0.12,2779.32,6,Yes,"['2023-5-3', '2023-6-3', '2023-7-5', '2023-8-12', '2023-9-21', '2023-10-9', '2023-11-8', '2023-12-15', '2024-1-11', '2024-2-8']","['Credit Card', 'Cash', 'Debit Card', 'Credit Card', 'Credit Card', 'UPI', 'Credit Card', 'Debit Card', 'Net Banking', 'Credit Card']",1021.7999999999993
4676,Dhruv Sekhon,481,Personal Loan,41906,10,0.26,4706.02,9,Yes,"['2023-5-24', '2023-6-10', '2023-7-15', '2023-8-1', '2023-8-13', '2023-9-2']","['Credit Card', 'Net Banking', 'UPI', 'Credit Card', 'UPI', 'Net Banking']",13669.879999999997
4677,Riya Sidhu,593,Personal Loan,79879,1,0.1,80544.66,9,Yes,[],[],79879.0
4678,Kaira Suri,706,Home Loan,79716,6,0.27,14351.67,4,No,"['2023-5-7', '2023-6-22']","['UPI', 'Cash']",51012.66
4679,Manikya Batra,501,Home Loan,32358,14,0.21,2626.03,8,No,"['2023-5-1', '2023-5-9', '2023-6-12']","['Cash', 'UPI', 'UPI']",24479.91
4680,Shlok Hegde,794,Home Loan,44993,8,0.11,5858.59,7,No,"['2023-5-23', '2023-6-5', '2023-7-8', '2023-8-28', '2023-9-22', '2023-10-4']","['Net Banking', 'Cash', 'Debit Card', 'UPI', 'Credit Card', 'Net Banking']",9841.46
4681,Mehul Hayer,667,Home Loan,84579,15,0.15,6218.79,4,Yes,"['2023-5-2', '2023-6-18', '2023-7-27', '2023-8-17', '2023-9-19']","['Debit Card', 'Net Banking', 'Net Banking', 'Net Banking', 'Debit Card']",53485.05
4682,Devansh Rout,557,Auto Loan,44290,12,0.21,4124.01,4,Yes,"['2023-5-12', '2023-6-17', '2023-7-5', '2023-8-12', '2023-9-15', '2023-10-16', '2023-11-23', '2023-12-14', '2024-1-3', '2024-2-24', '2024-3-16']","['Cash', 'UPI', 'Debit Card', 'Cash', 'Cash', 'Debit Card', 'Credit Card', 'Debit Card', 'Debit Card', 'Debit Card', 'Net Banking']",-1074.1100000000006
4683,Arnav Deshmukh,743,Home Loan,53432,12,0.19,4924.11,14,No,"['2023-5-7', '2023-6-5', '2023-7-24']","['UPI', 'Cash', 'Net Banking']",38659.67
4684,Ishaan Luthra,687,Auto Loan,44725,4,0.3,11888.7,13,No,"['2023-5-3', '2023-6-14', '2023-7-2', '2023-8-16']","['Cash', 'Cash', 'Credit Card', 'Net Banking']",-2829.800000000003
4685,Rhea Bakshi,460,Personal Loan,51680,9,0.26,6382.06,10,Yes,"['2023-5-3', '2023-6-17', '2023-7-25', '2023-8-11', '2023-9-4', '2023-10-19']","['UPI', 'Cash', 'UPI', 'UPI', 'UPI', 'UPI']",13387.64
4686,Lakshit Bhattacharyya,460,Personal Loan,68138,14,0.24,5628.33,13,No,"['2023-5-13', '2023-6-23', '2023-7-4', '2023-8-23']","['Debit Card', 'UPI', 'Net Banking', 'Net Banking']",45624.68
4687,Shamik Ravel,757,Auto Loan,96111,14,0.16,7571.27,9,Yes,"['2023-5-11', '2023-6-4', '2023-7-17', '2023-8-26', '2023-9-5', '2023-10-19', '2023-11-4']","['Debit Card', 'Cash', 'Cash', 'Credit Card', 'Net Banking', 'Debit Card', 'Net Banking']",43112.11
4688,Romil Ramanathan,458,Personal Loan,12109,3,0.14,4130.88,8,Yes,"['2023-5-28', '2023-6-22', '2023-7-7']","['Credit Card', 'Credit Card', 'Cash']",-283.6399999999994
4689,Advika Gade,520,Auto Loan,38144,5,0.11,7839.87,2,No,"['2023-5-13', '2023-6-24']","['Cash', 'Credit Card']",22464.260000000002
4690,Gatik Karnik,393,Personal Loan,55418,5,0.14,11474.53,5,Yes,"['2023-5-23', '2023-6-13', '2023-7-1', '2023-7-22', '2023-8-5']","['Net Banking', 'Cash', 'Cash', 'Credit Card', 'Net Banking']",-1954.6500000000015
4691,Anya Bobal,695,Auto Loan,85807,5,0.18,17941.33,4,No,"['2023-5-6', '2023-6-8', '2023-7-1', '2023-7-6', '2023-8-3']","['Cash', 'UPI', 'UPI', 'Cash', 'UPI']",-3899.6500000000087
4692,Ritvik Sengupta,303,Personal Loan,98027,14,0.11,7492.83,4,No,['2023-5-2'],['Cash'],90534.17
4693,Prisha Roy,794,Home Loan,22308,10,0.17,2408.28,10,No,"['2023-5-5', '2023-6-14']","['UPI', 'Net Banking']",17491.44
4694,Tanya Bajwa,595,Personal Loan,76928,1,0.24,78466.56,9,No,[],[],76928.0
4695,Advika Kaul,772,Home Loan,58384,8,0.25,7998.64,14,No,"['2023-5-2', '2023-6-26', '2023-7-1', '2023-7-22']","['Credit Card', 'Net Banking', 'Net Banking', 'Debit Card']",26389.44
4696,Kaira Bobal,443,Auto Loan,23210,15,0.17,1728.45,9,No,"['2023-5-15', '2023-6-8', '2023-7-12', '2023-8-15', '2023-9-18', '2023-10-23', '2023-11-7', '2023-12-2', '2024-1-8', '2024-2-15', '2024-3-18', '2024-4-25', '2024-5-12', '2024-6-22']","['Credit Card', 'Cash', 'UPI', 'Credit Card', 'Debit Card', 'Debit Card', 'Debit Card', 'Cash', 'Net Banking', 'Cash', 'UPI', 'UPI', 'Credit Card', 'Debit Card']",-988.2999999999993
4697,Zaina Kumar,519,Auto Loan,16376,5,0.3,3524.88,11,No,"['2023-5-20', '2023-6-10', '2023-7-26', '2023-8-12', '2023-9-2']","['UPI', 'Debit Card', 'UPI', 'Cash', 'UPI']",-1248.4000000000015
4698,Rati Yadav,793,Personal Loan,42592,9,0.27,5280.63,13,No,"['2023-5-15', '2023-6-19', '2023-7-7', '2023-8-24', '2023-9-27', '2023-10-14']","['Debit Card', 'Debit Card', 'UPI', 'Cash', 'UPI', 'Cash']",10908.220000000001
4699,Uthkarsh Deep,497,Auto Loan,41700,6,0.3,7570.63,12,No,"['2023-5-11', '2023-6-28', '2023-7-17']","['Credit Card', 'Cash', 'UPI']",18988.11
4700,Kiaan Jhaveri,487,Home Loan,28399,13,0.19,2434.26,2,Yes,"['2023-5-9', '2023-6-19', '2023-7-13', '2023-8-13', '2023-9-12', '2023-10-22', '2023-11-6', '2023-12-9', '2024-1-17', '2024-2-18', '2024-3-9', '2024-4-26', '2024-5-8']","['Net Banking', 'Credit Card', 'Credit Card', 'UPI', 'UPI', 'Debit Card', 'Credit Card', 'Net Banking', 'Debit Card', 'Net Banking', 'Net Banking', 'Net Banking', 'Debit Card']",-3246.3800000000047
4701,Mahika Dua,477,Personal Loan,98633,8,0.16,13080.3,15,No,['2023-5-13'],['Cash'],85552.7
4702,Manikya Ratti,371,Home Loan,96799,9,0.18,11578.11,1,Yes,"['2023-5-12', '2023-6-1', '2023-7-11', '2023-8-7', '2023-9-12', '2023-10-8', '2023-11-12', '2023-12-15', '2024-1-20']","['Credit Card', 'Cash', 'UPI', 'UPI', 'Debit Card', 'Credit Card', 'Cash', 'UPI', 'Credit Card']",-7403.990000000005
4703,Bhavin Gade,556,Home Loan,30616,1,0.16,31024.21,7,Yes,['2023-5-9'],['Debit Card'],-408.2099999999991
4704,Vedika Bava,515,Home Loan,88279,14,0.2,7122.05,7,Yes,"['2023-5-21', '2023-6-7', '2023-7-4', '2023-8-2', '2023-9-13', '2023-10-1', '2023-10-20']","['Debit Card', 'UPI', 'Credit Card', 'UPI', 'Cash', 'Debit Card', 'UPI']",38424.65
